"UF","CNPJ","CEP","IE","FLAGS","IND_ORGAO_GOVERNAMENTAL","COD_NATUREZA_JURIDICA","TICO_CODIGO","ENTE_FEDERATIVO","INSCR_SUFRAMA","AMOSTRA_DE","CHAVE_AMOSTRA"
"RS","91.665.570/0001-56","93334340","0860130509","","N","205-4","06","","","UF","RS"
"RS","22.453.147/0001-70","92020310","ISENTO","","N","","06","","","UF","RS"
"RS","34.139.031/0001-40","93415620","8000945515","","N","213-5","03","","","UF","RS"
"RS","26.212.879/0001-29","95930000","ISENTO","","N","322-0","06","","","UF","RS"
"RS","88.618.285/0004-12","95115550","0290281121","","N","205-4","03","","","UF","RS"
"RS","47.639.154/0001-91","93609340","0420082689","","N","206-2","03","","","UF","RS"
"RS","37.979.231/0001-07","95270000","0480053790","","N","","03","","","UF","RS"
"RS","45.745.311/0001-18","95095100","0290699541","","N","","03","","","UF","RS"
"RS","25.024.874/0001-00","99400000","0410039535","","N","","03","","","UF","RS"
"RS","00.000.000/1272-64","99290000","ISENTO","","S","203-8","06","UNIAO","","UF","RS"
"RS","12.309.889/0001-72","95590000","ISENTO","","N","206-2","06","","","UF","RS"
"RS","09.562.602/0001-07","95960000","0370042719","","N","206-2","03","","","UF","RS"
"RS","17.318.169/0001-97","93130050","ISENTO","","N","","06","","","UF","RS"
"RS","09.488.014/0001-70","98130000","0700041605","","N","206-2","03","","","UF","RS"
"RS","93.991.685/0001-66","93510265","0860586138","","N","","03","","","UF","RS"
"RS","27.323.890/0001-29","95900716","ISENTO","","N","","06","","","UF","RS"
"RS","95.817.615/0001-11","98780109","ISENTO","","N","","06","","","UF","RS"
"RS","24.912.562/0001-70","90130021","ISENTO","","N","","06","","","UF","RS"
"RS","39.669.332/0001-07","93510330","ISENTO","","N","206-2","06","","","UF","RS"
"RS","52.381.788/0001-27","90830244","ISENTO","","N","","06","","","UF","RS"
"RS","87.781.530/0005-26","99010020","ISENTO","","N","","06","","","UF","RS"
"RS","30.831.118/0001-22","93010160","ISENTO","","N","","06","","","UF","RS"
"RS","91.024.612/0001-70","95900566","0720170885","","N","","03","","","UF","RS"
"RS","18.560.915/0001-17","93310435","0860512118","","N","206-2","03","","","UF","RS"
"RS","47.013.249/0001-03","93115055","ISENTO","","N","213-5","06","","","UF","RS"
"RS","03.676.428/0001-47","95670147","ISENTO","","N","206-2","06","","","UF","RS"
"RS","03.393.064/0001-98","95095500","0290345847","","N","206-2","03","","","UF","RS"
"RS","09.381.478/0001-83","95360000","2100012937","","N","206-2","03","","","UF","RS"
"RS","00.512.932/0001-13","91130050","0962478954","","N","","03","","","UF","RS"
"RS","03.237.583/0066-02","95112090","0290696348","","N","205-4","03","","","UF","RS"
"RS","03.424.929/0001-36","90010240","ISENTO","","N","399-9","06","","","UF","RS"
"RS","53.183.894/0001-69","95010002","0290723981","","N","206-2","03","","","UF","RS"
"RS","45.193.051/0001-15","95082330","ISENTO","","N","","06","","","UF","RS"
"RS","20.724.304/0001-09","99043600","0910358826","","N","","03","","","UF","RS"
"RS","87.366.746/0001-00","93890000","2940000195","","N","206-2","03","","","UF","RS"
"RS","14.031.178/0001-04","95800000","1550108007","","N","","03","","","UF","RS"
"RS","07.991.692/0001-26","95705052","ISENTO","","N","","06","","","UF","RS"
"RS","09.328.539/0001-49","95720000","0500066337","","N","206-2","03","","","UF","RS"
"RS","12.453.490/0001-60","93010030","ISENTO","","N","","06","","","UF","RS"
"RS","51.273.727/0001-83","96450000","0360068588","","N","206-2","03","","","UF","RS"
"RS","12.398.060/0001-93","93270220","0430156502","","N","206-2","03","","","UF","RS"
"RS","94.464.823/0001-11","98995000","ISENTO","","N","213-5","06","","","UF","RS"
"RS","12.803.126/0001-83","90690140","ISENTO","","N","","06","","","UF","RS"
"SC","08.695.607/0001-45","89021200","255356773","","N","","03","","","UF","SC"
"SC","81.303.463/0001-24","89086550","251788288","","N","205-4","03","","","UF","SC"
"SC","13.744.102/0001-63","89037680","256423083","","N","","03","","","UF","SC"
"SC","04.075.953/0001-70","89120000","254109926","","N","206-2","03","","","UF","SC"
"SC","14.878.148/0001-38","89370000","257099069","","N","213-5","03","","","UF","SC"
"SC","19.663.754/0001-50","89801142","260206563","","N","","03","","","UF","SC"
"SC","48.809.852/0001-50","89804571","262041383","","N","","03","","","UF","SC"
"SC","00.000.000/0276-34","89160155","ISENTO","","S","203-8","06","UNIAO","","UF","SC"
"SC","45.484.207/0001-17","89066355","261573683","","N","","03","","","UF","SC"
"SC","37.146.270/0001-15","88058001","261184792","","N","","03","","","UF","SC"
"SC","00.000.000/2350-75","89196000","ISENTO","","S","203-8","06","UNIAO","","UF","SC"
"SC","14.869.205/0001-12","89110052","ISENTO","","N","","06","","","UF","SC"
"SC","28.603.789/0001-94","88803155","ISENTO","","N","","06","","","UF","SC"
"SC","27.572.888/0001-93","89204020","ISENTO","","N","","06","","","UF","SC"
"SC","31.520.657/0001-03","88330484","ISENTO","","N","","06","","","UF","SC"
"SC","43.862.793/0001-60","89249000","261356763","","N","215-1","03","","","UF","SC"
"SC","07.428.876/0003-44","88371890","255152027","","N","","03","","","UF","SC"
"SC","10.868.068/0002-21","89990000","262245825","","N","","03","","","UF","SC"
"SC","08.684.749/0001-07","88705001","ISENTO","","N","","06","","","UF","SC"
"SC","08.507.747/0001-42","88035000","ISENTO","","N","308-5","06","","","UF","SC"
"SC","45.673.231/0001-02","89801120","261794051","","N","206-2","03","","","UF","SC"
"SC","86.183.704/0001-62","88103430","250147149","","N","","03","","","UF","SC"
"SC","03.736.567/0001-19","89998000","254026613","","N","","03","","","UF","SC"
"SC","01.874.166/0028-10","89820000","262787580","","N","206-2","03","","","UF","SC"
